i,j
05061,05133
05113,05133
22073,22061
22111,22061
40061,40077
40079,40077
22073,22021
22041,22021
22083,22021
20063,20135
20145,20135
20195,20135
20165,20135
20051,20135
30063,30061
30089,30061
30063,30039
30077,30039
22071,22075
22087,22075
20095,20151
20185,20151
20155,20151
22105,22091
28005,22091
53051,53065
20193,20063
20195,20063
20179,20063
20065,20063
30031,56029
56043,56029
30067,56029
56003,56029
30009,56029
22103,22071
22087,22071
31057,20023
20153,20023
20153,20193
20179,20193
20039,20193
20095,20077
20191,20077
28037,28001
22107,28001
28063,28001
05099,05027
05139,05027
05103,05027
56043,56025
56009,56025
56019,56025
31105,08075
08095,08075
31033,08075
08115,08075
40111,40037
40117,40037
40143,40037
28005,22105
22103,22105
28113,22105
22117,22105
40111,40091
40061,40091
40101,40091
31007,31105
31033,31105
40101,40111
40143,40111
40145,40111
05061,05057
05099,05057
05109,05057
20185,20145
20165,20145
20009,20145
40143,40117
40113,40117
05113,05061
05109,05061
05097,05061
30043,30031
30067,30031
30007,30031
30059,30031
22111,22073
22083,22073
22067,22073
28037,28005
28113,28005
28085,28005
22087,22103
22117,22103
28045,22103
28109,22103
56015,56031
56009,56031
56027,56031
20191,20095
20155,20095
20173,20095
22107,22041
22083,22041
22065,22041
20191,40071
40113,40071
20035,40071
20155,20185
20009,20185
20159,20185
05139,22111
22067,22111
05003,22111
05109,05099
05103,05099
05019,05099
30077,30043
30007,30043
30049,30043
40079,05113
05109,05113
05127,05113
05097,05113
40079,40061
40101,40061
40135,40061
05127,40079
40135,40079
05131,40079
08115,08095
31029,08095
31135,08095
28063,28037
28085,28037
30089,30063
30077,30063
30047,30063
30029,30063
20051,20195
20065,20195
20163,20195
20009,20165
20051,20165
20167,20165
20153,31057
31029,31057
31087,31057
31085,31057
31087,20153
20039,20153
31145,20153
20065,20179
20039,20179
20137,20179
16017,53051
16021,53051
56003,56043
56019,56043
28045,22087
28047,22087
31033,31007
56015,31007
31157,31007
31123,31007
30009,30067
30097,30067
30095,30067
30059,30067
20173,20191
20035,20191
20015,20191
28063,22107
28021,22107
22065,22107
28149,22107
30089,16017
16021,16017
30053,16017
05103,05139
22067,05139
05013,05139
05011,05139
05003,05139
28021,28063
28085,28063
28029,28063
22067,22083
22065,22083
22123,22083
22035,22083
05019,05109
05097,05109
40145,40101
40135,40101
40021,40101
22117,28113
28147,28113
28085,28113
30047,30089
30053,30089
30029,30089
28147,22117
28109,22117
28091,22117
08115,31033
31049,31033
31123,31033
31069,31033
40113,40143
40145,40143
40131,40143
40147,40143
31157,56015
31165,56015
56027,56015
05019,05103
05013,05103
05039,05103
28109,28045
28047,28045
28131,28045
31049,08115
31135,08115
30049,30077
30029,30077
20035,40113
40147,40113
20019,40113
20173,20155
20159,20155
20079,20155
20113,20155
40131,40145
40021,40145
40097,40145
20159,20009
20167,20009
20053,20009
31135,31029
31085,31029
31123,31157
31165,31157
31013,31157
20167,20051
20163,20051
20141,20051
28085,28147
28091,28147
28077,28147
56019,56009
56027,56009
56005,56009
56045,56009
28029,28021
28149,28021
28049,28021
28029,28085
28077,28085
05097,05019
05039,05019
05059,05019
20163,20065
20137,20065
20147,20065
22123,22067
05003,22067
05017,22067
31085,31087
31145,31087
31063,31087
31145,20039
20137,20039
31065,20039
05097,05127
05131,05127
05083,05127
05149,05127
05059,05097
05051,05097
05149,05097
28149,22065
22035,22065
28047,28109
28091,28109
28131,28109
28073,28109
28035,28109
30049,30007
30059,30007
05011,05013
05039,05013
05025,05013
05131,40135
40021,40135
40001,40135
05033,40135
31135,31049
31101,31049
31069,31049
30009,56003
56019,56003
56033,56003
30003,56003
20035,20173
20079,20173
20015,20173
20019,20035
20015,20035
20049,20035
30029,30047
05033,05131
05083,05131
05047,05131
30053,16021
28131,28047
28059,28047
20053,20159
20113,20159
30095,30009
30003,30009
30111,30009
40147,40131
40097,40131
40105,40131
40035,40131
22035,22123
05017,22123
28077,28091
28073,28091
28065,28091
40097,40021
40001,40021
40041,40021
05003,05011
05025,05011
05043,05011
31069,31123
31013,31123
31161,31123
28077,28029
28049,28029
28127,28029
28121,28029
31085,31135
31101,31135
31111,31135
28065,28077
28127,28077
20019,40147
40105,40147
20125,40147
05059,05039
05025,05039
05053,05039
20053,20167
20141,20167
20105,20167
05043,05003
05017,05003
30095,30097
30059,30097
30107,30097
30037,30097
31063,31085
31111,31085
22035,28149
28055,28149
28049,28149
28163,28149
20141,20163
20147,20163
20183,20163
28055,22035
05017,22035
31063,31145
31065,31145
20147,20137
31065,20137
31083,20137
05051,05059
05053,05059
05125,05059
56033,56019
56005,56019
30059,30049
30029,30049
30013,30049
30099,30049
40041,40097
40035,40097
20015,20079
20113,20079
20115,20079
30029,30053
05149,05051
05125,05051
05105,05051
20049,20019
20125,20019
28059,28131
28035,28131
28111,28131
28039,28131
28065,28073
28035,28073
28031,28073
30037,30095
30111,30095
05033,40001
40041,40001
05143,40001
05007,40001
20113,20053
20105,20053
20169,20053
28127,28065
28031,28065
05047,05033
05143,05033
05087,05033
56027,31165
31013,31165
31045,31165
46047,31165
05017,28055
28125,28055
28151,28055
28163,28055
28127,28049
28121,28049
28163,28049
28089,28049
31069,31101
31005,31101
31111,31101
31117,31101
05149,05083
05047,05083
05071,05083
05115,05083
20125,40105
40035,40105
20099,40105
31005,31069
31075,31069
31161,31069
28039,28059
01097,28059
20049,20015
20115,20015
20073,20015
20017,20015
05043,05025
05053,05025
05079,05025
05069,05025
20115,20113
20169,20113
20041,20113
30107,30059
30013,30059
30045,30059
05105,05149
05115,05149
05029,05149
56045,56027
46047,56027
46033,56027
31045,31013
31161,31013
28031,28035
28111,28035
28067,28035
05017,05043
05079,05043
05041,05043
05071,05047
05087,05047
28031,28127
28121,28127
28129,28127
20105,20141
20183,20141
20123,20141
20089,20141
20125,20049
20073,20049
20205,20049
31083,20147
20183,20147
31061,20147
31065,31063
31111,31063
31073,31063
31047,31063
31083,31065
31073,31065
31137,31065
05125,05053
05069,05053
05119,05053
28151,05017
05041,05017
28011,05017
28067,28031
28129,28031
40035,40041
05007,40041
40115,40041
29119,40041
20169,20105
20123,20105
20143,20105
28151,28125
28163,28125
28053,28125
30099,30029
30073,30029
30035,30029
20099,20125
20205,20125
20133,20125
20099,40035
40115,40035
20021,40035
05007,05143
05087,05143
28039,28111
28067,28111
28041,28111
28153,28111
05105,05125
05119,05125
01097,28039
28041,28039
31075,31005
31117,31005
31091,31005
05119,05105
05029,05105
05045,05105
20169,20115
20017,20115
20041,20115
20127,20115
56005,56033
30003,56033
30075,56033
20143,20169
20041,20169
28129,28121
28089,28121
28123,28121
05069,05079
05041,05079
05001,05079
31117,31111
31047,31111
31113,31111
31041,31111
28053,28151
28011,28151
28133,28151
28089,28163
28053,28163
28051,28163
28007,28163
30037,30107
30045,30107
30027,30107
31061,31083
31137,31083
31099,31083
05087,05071
05115,05071
05101,05071
28129,28067
28061,28067
28153,28067
31137,31073
31047,31073
31161,31045
46047,31045
31061,20183
20089,20183
31181,20183
20205,20073
20017,20073
20207,20073
20111,20073
20031,20073
05119,05069
05085,05069
05001,05069
30099,30013
30045,30013
30015,30013
28041,01097
01003,01097
01129,01097
20143,20123
20089,20123
20029,20123
28061,28129
28123,28129
28101,28129
05087,05007
29119,05007
05015,05007
29009,05007
20021,20099
20133,20099
20037,20099
56045,56005
56011,56005
30075,56005
20207,20205
20133,20205
20001,20205
30073,30099
30015,30099
31161,31075
31091,31075
31031,31075
28153,28041
01129,28041
29119,40115
20021,40115
29145,40115
30111,30003
30103,30003
30075,30003
30087,30003
28123,28089
28051,28089
28079,28089
28007,28089
20127,20017
20111,20017
05085,05119
05045,05119
28051,28053
28133,28053
28083,28053
05101,05087
05015,05087
20041,20143
20029,20143
20027,20143
28011,05041
05001,05041
05107,05041
05029,05115
05101,05115
05141,05115
05129,05115
30111,30037
30065,30037
30027,30037
31091,31117
31113,31117
31171,31117
30065,30111
30103,30111
30087,30111
46033,56045
56011,56045
46081,56045
46103,56045
29145,29119
29009,29119
31137,31061
31181,31061
31099,31061
31031,31161
20127,20041
20061,20041
20027,20041
46033,46047
30027,30045
30015,30045
31047,31137
31099,31137
31019,31137
05045,05029
05141,05029
31019,31047
31041,31047
20133,20207
20001,20207
20031,20207
20003,20207
28123,28061
28153,28061
28101,28061
28023,28061
28075,28061
28079,28123
28101,28123
29145,20021
20037,20021
29097,20021
20029,20089
31181,20089
20157,20089
31129,20089
20037,20133
20001,20133
20011,20133
01129,01003
12033,01003
01025,01003
01053,01003
01099,01003
01129,28153
28023,28153
01023,28153
28133,28011
05107,28011
28027,28011
20111,20127
20061,20127
20197,20127
05015,05101
05129,05101
05009,05101
05001,05085
05045,05085
05117,05085
05145,05085
05117,05001
05095,05001
05107,05001
05141,05045
05145,05045
05023,05045
28083,28051
28007,28051
28015,28051
31171,31091
31031,31091
28083,28133
28027,28133
28135,28133
20027,20029
20157,20029
20201,20029
29009,29145
29097,29145
29109,29145
30035,30073
30015,30073
30101,30073
30051,30073
31099,31181
31129,31181
31001,31181
31035,31181
31171,31113
31041,31113
31009,31113
31019,31099
31001,31099
20031,20111
20197,20111
20139,20111
29009,05015
05009,05015
29209,05015
29213,05015
01023,01129
01025,01129
28101,28079
28007,28079
28099,28079
28159,28079
30101,30035
20027,20061
20161,20061
20197,20061
29097,20037
20011,20037
29011,20037
29217,20037
28023,28101
28099,28101
28075,28101
28069,28101
20031,20001
20011,20001
20003,20001
20107,20001
28015,28083
28135,28083
28043,28083
29209,29009
29109,29009
20003,20031
20139,20031
20059,20031
20161,20027
20201,20027
12113,12033
01053,12033
05129,05141
05023,05141
05137,05141
30027,30065
30087,30065
30069,30065
01023,28023
28075,28023
46103,46033
29011,29097
29109,29097
29057,29097
05095,05117
05145,05117
05147,05117
31001,31019
31041,31019
31079,31019
31163,31019
31093,31019
31129,20157
20201,20157
31169,20157
31095,20157
31031,31171
31009,31171
05009,05129
05089,05129
05137,05129
05005,05129
31169,31129
31035,31129
31059,31129
28015,28007
28099,28007
28097,28007
28159,28007
28019,28007
31035,31001
31079,31001
31081,31001
31163,31041
31009,31041
31115,31041
31175,31041
31071,31041
28097,28015
28043,28015
05089,05009
29213,05009
05107,05095
05147,05095
05077,05095
05123,05095
20197,20161
20201,20161
20149,20161
20117,20161
28075,28099
28159,28099
28069,28099
20003,20011
20107,20011
29217,20011
46081,56011
30075,56011
46019,56011
30011,56011
20059,20003
20107,20003
20121,20003
28027,05107
05077,05107
28143,05107
05023,05145
05147,05145
05063,05145
05067,05145
29109,29209
29213,29209
29043,29209
20139,20197
20149,20197
20177,20197
28135,28027
28119,28027
28143,28027
29057,29011
29217,29011
29039,29011
30015,30027
30069,30027
30005,30027
30071,30027
05137,05023
05063,05023
01053,12113
12091,12113
30087,30103
29057,29109
29043,29109
29077,29109
28075,01023
01025,01023
01119,01023
01091,01023
28069,28075
01119,28075
20059,20139
20177,20139
20045,20139
30051,30015
30041,30015
30005,30015
28043,28135
28119,28135
28161,28135
28107,28135
31009,31031
46007,31031
31017,31031
46121,31031
31103,31031
46123,31031
31169,20201
31095,20201
20117,20201
31067,20201
01099,01025
01091,01025
01131,01025
31095,31169
31059,31169
31151,31169
28043,28097
28019,28097
28155,28097
29213,05089
05005,05089
29153,05089
31059,31035
31081,31035
31185,31035
30051,30101
31093,31079
31081,31079
31121,31079
46103,46081
46019,46081
46093,46081
31093,31163
31175,31163
31077,31163
30087,30075
30011,30075
30017,30075
31115,31009
31017,31009
05005,05137
05063,05137
05065,05137
29043,29213
29153,29213
29067,29213
12091,01053
01099,01053
01035,01053
01039,01053
28155,28043
28161,28043
28013,28043
28143,28119
28107,28119
20107,20059
20045,20059
20121,20059
20091,20059
20177,20149
20117,20149
20085,20149
20131,20149
29217,20107
20121,20107
29013,20107
28019,28159
28069,28159
28103,28159
28105,28159
30069,30087
30017,30087
30033,30087
29077,29057
29039,29057
29167,29057
05123,05147
05067,05147
05037,05147
29039,29217
29013,29217
29185,29217
28143,05077
05123,05077
05035,05077
46071,46007
46121,46007
46095,46007
28155,28019
28105,28019
01119,28069
28103,28069
12131,12091
01039,12091
20045,20177
20085,20177
20087,20177
29077,29043
29067,29043
29225,29043
46071,46103
46093,46103
46055,46103
01035,01099
01131,01099
01013,01099
05065,05005
29153,05005
05049,05005
30041,30051
30033,30069
30071,30069
31059,31095
31151,31095
31067,31095
31151,31059
31185,31059
31159,31059
31017,31115
31071,31115
31149,31115
31089,31115
31121,31093
31077,31093
31125,31093
31121,31081
31185,31081
31143,31081
31077,31175
31071,31175
31183,31175
31067,20117
20131,20117
31133,20117
29167,29077
29225,29077
29059,29077
28105,28155
28013,28155
28025,28155
28017,28155
28107,28143
28137,28143
28033,28143
05035,28143
05065,05063
05067,05063
05135,05063
05075,05063
28107,28161
28013,28161
28071,28161
05037,05123
05035,05123
29167,29039
29185,29039
01091,01119
28103,01119
01063,01119
01107,01119
20121,20045
20087,20045
20091,20045
20103,20045
05049,05065
05135,05065
29013,20121
20091,20121
29037,20121
28137,28107
28071,28107
01131,01091
01063,01091
01065,01091
01047,01091
01105,01091
01039,01035
01013,01035
31149,31017
31103,31017
29067,29153
05049,29153
29091,29153
05037,05067
05111,05067
05075,05067
05031,05067
29185,29013
29037,29013
29083,29013
20087,20085
20131,20085
20005,20085
20013,20085
12005,12131
01039,12131
12133,12131
12059,12131
01061,12131
28105,28103
28087,28103
01107,28103
28025,28105
28087,28105
28071,28013
28017,28013
28115,28013
05035,05037
05111,05037
31125,31121
31143,31121
31141,31121
31185,31151
31067,31151
31159,31151
31109,31151
31159,31185
31143,31185
31023,31185
29185,29167
29059,29167
29085,29167
31125,31077
31183,31077
31011,31077
01013,01131
01047,01131
01085,01131
20103,20087
20005,20087
46121,46071
46095,46071
46055,46071
46075,46071
31133,31067
31097,31067
31109,31067
31131,31067
12045,12005
12133,12005
12013,12005
12063,12005
29225,29067
29229,29067
29091,29067
29215,29067
31183,31071
31089,31071
28071,28137
28033,28137
28093,28137
30011,46019
46093,46019
46063,46019
46105,46019
31133,20131
20013,20131
31147,20131
29059,29225
29229,29225
29105,29225
20103,20091
29037,20091
20209,20091
29095,20091
30017,30011
46063,30011
30025,30011
29085,29185
29083,29185
29015,29185
05135,05049
29091,05049
29149,05049
12037,12045
12013,12045
12077,12045
01013,01039
01061,01039
01041,01039
01031,01039
31103,46121
46095,46121
46123,46121
01065,01063
01107,01063
01125,01063
28017,28025
28087,28025
28095,28025
30005,30041
28115,28071
28093,28071
28145,28071
05075,05135
05121,05135
29149,05135
31103,31149
31089,31149
31015,31149
31011,31125
31141,31125
20005,20103
20209,20103
29165,20103
29083,29037
29095,29037
29101,29037
05035,28033
28093,28033
47157,28033
31097,31133
31147,31133
31127,31133
30033,30017
30079,30017
30025,30017
05111,05035
47157,05035
05093,05035
47167,05035
28115,28017
28095,28017
28081,28017
46055,46093
46137,46093
46105,46093
05031,05111
05093,05111
31143,31159
31109,31159
31023,31159
31023,31143
31141,31143
01107,28087
28095,28087
01075,28087
12059,12133
12063,12133
29085,29059
29105,29059
29029,29059
20013,20005
29165,20005
20043,20005
29021,20005
29015,29085
29029,29085
29095,20209
29165,20209
29047,20209
01041,01013
01085,01013
05031,05075
05121,05075
05055,05075
31011,31183
31089,31183
31003,31183
29105,29229
29215,29229
01105,01065
01125,01065
01007,01065
01061,12059
12063,12059
29149,29091
29215,29091
29203,29091
29015,29083
29101,29083
29159,29083
31147,20013
20043,20013
01075,01107
01125,01107
01057,01107
12077,12037
12129,12037
28145,28115
28081,28115
31141,31011
31003,31011
31119,31011
31109,31097
31127,31097
31131,31097
01105,01047
01085,01047
01001,01047
01021,01047
30079,30033
30071,30033
30055,30033
30105,30033
31089,31103
46123,31103
46053,31103
31015,31103
46123,46095
46075,46095
46085,46095
31023,31109
31131,31109
31155,31109
31025,31109
47157,28093
28145,28093
28009,28093
47047,28093
05055,05031
05093,05031
29069,05031
12021,12087
12086,12087
12077,12013
12063,12013
12039,12013
29101,29095
29047,29095
29107,29095
29177,29095
01031,01061
12063,01061
01045,01061
01069,01061
30071,30005
01007,01105
01021,01105
05093,47157
47167,47157
47047,47157
29047,29165
29021,29165
29049,29165
20043,31147
31127,31147
29087,31147
12021,12071
12015,12071
12051,12071
12043,12071
28081,28095
01075,28095
28057,28095
01093,28095
31141,31023
31155,31023
31037,31023
31053,31023
12015,12115
12081,12115
12027,12115
29215,29105
29029,29105
29169,29105
46075,46055
46137,46055
46117,46055
46041,46055
01031,01041
01085,01041
01109,01041
01101,01041
01045,01031
01109,01031
29149,05121
05055,05121
29181,05121
05021,05121
31003,31089
31015,31089
31107,31089
29181,29149
29203,29149
29035,29149
29021,20043
29087,20043
29003,20043
29029,29015
29159,29015
29141,29015
28081,28145
28009,28145
28139,28145
28117,28145
31119,31141
31037,31141
31167,31141
01001,01085
01101,01085
29107,29101
29159,29101
12063,12077
